,championName,item0,item1,item2,item3,item4,item5,item6,teamPosition,win,matchId
9,Thresh,2055,3860,3109,6667,3047,1057,3364,UTILITY,False,KR_6797267324
0,Aatrox,1054,3134,3155,3133,1036,1001,3340,TOP,False,KR_6796724868
1,Brand,3802,1101,3108,3020,1082,3116,3364,JUNGLE,False,KR_6796724868
2,Orianna,2031,1056,6655,1052,3020,0,3363,MIDDLE,False,KR_6796724868
3,Caitlyn,1055,3095,1001,0,0,0,3340,BOTTOM,False,KR_6796724868
4,Alistar,1011,2031,2055,3859,3111,1029,3364,UTILITY,False,KR_6796724868
5,Gwen,1056,0,3047,4633,0,0,3340,TOP,True,KR_6796724868
6,LeeSin,0,6630,3133,3111,3067,1102,3340,JUNGLE,True,KR_6796724868
7,Akali,3152,3020,1052,1082,1054,1028,3364,MIDDLE,True,KR_6796724868
8,Kaisa,1037,3095,6677,3006,1055,0,3363,BOTTOM,True,KR_6796724868
9,Nautilus,1011,1029,3859,0,0,3111,3364,UTILITY,True,KR_6796724868
0,Aatrox,1054,0,1036,3047,1028,6691,3364,TOP,False,KR_6796704431
1,Nidalee,1101,3020,1082,4636,1029,0,3364,JUNGLE,False,KR_6796704431
2,Akali,3152,1054,0,3020,0,1082,3364,MIDDLE,False,KR_6796704431
3,Kalista,3124,3006,3153,1036,2055,1055,3363,BOTTOM,False,KR_6796704431
4,Rakan,6667,2055,3859,3916,0,3158,3364,UTILITY,False,KR_6796704431
5,Jax,2031,6632,1055,3158,1037,1053,3340,TOP,True,KR_6796704431
6,LeeSin,6630,0,3133,2422,1028,0,3513,JUNGLE,True,KR_6796704431
7,Azir,1026,1056,1043,4644,3020,3108,3363,MIDDLE,True,KR_6796704431
8,Varus,3153,1037,6677,1001,0,1055,3363,BOTTOM,True,KR_6796704431
9,Renata,3853,3107,6667,2055,3158,0,3364,UTILITY,True,KR_6796704431
0,Jax,6632,3047,2055,1055,0,0,3340,TOP,True,KR_6796022666
1,LeeSin,1101,6630,2055,3133,3158,0,3340,JUNGLE,True,KR_6796022666
2,Orianna,1052,6655,2420,3158,1056,1082,3340,MIDDLE,True,KR_6796022666
3,Ashe,3864,0,2055,1028,3158,3179,3364,UTILITY,True,KR_6796022666
4,Jinx,1055,1018,3095,1036,3006,1042,3363,BOTTOM,True,KR_6796022666
5,Yone,0,6672,1028,1054,3006,0,3340,TOP,False,KR_6796022666
6,MonkeyKing,3133,6632,0,2422,0,1102,3364,JUNGLE,False,KR_6796022666
7,Azir,1056,2031,3020,3802,1082,0,3340,MIDDLE,False,KR_6796022666
8,Varus,1053,2031,3006,1043,1055,2055,3340,BOTTOM,False,KR_6796022666
9,Blitzcrank,4642,0,2031,3858,3067,3009,3364,UTILITY,False,KR_6796022666
0,KSante,3075,1033,3047,0,0,6662,3340,TOP,False,KR_6795966189
1,Vi,3071,6662,0,3082,3158,3024,3364,JUNGLE,False,KR_6795966189
2,Akali,3152,3020,3135,1052,1058,1082,3364,MIDDLE,False,KR_6795966189
3,Ziggs,2055,6653,3040,1056,1082,3020,3363,BOTTOM,False,KR_6795966189
4,Pyke,0,6691,3857,3117,3134,3179,3364,UTILITY,False,KR_6795966189
5,Fiora,3074,3009,1055,1036,1036,6632,3363,TOP,True,KR_6795966189
6,LeeSin,0,6630,3158,3071,3155,0,3340,JUNGLE,True,KR_6795966189
7,Orianna,6655,3145,3102,3158,1082,1056,3363,MIDDLE,True,KR_6795966189
8,Varus,3091,3124,0,3153,3006,0,3363,BOTTOM,True,KR_6795966189
9,Blitzcrank,3860,0,2055,6656,3117,1028,3364,UTILITY,True,KR_6795966189
0,Aatrox,2031,1054,3155,6691,1036,3111,3364,TOP,False,KR_6795886732
1,Karthus,4645,6653,3020,4630,3916,0,3364,JUNGLE,False,KR_6795886732
2,Talon,6696,3142,3071,3158,3035,0,3364,MIDDLE,False,KR_6795886732
3,Kaisa,2055,3179,3089,3006,6691,3115,3363,BOTTOM,False,KR_6795886732
4,Pyke,0,3857,2031,3179,3134,3009,3364,UTILITY,False,KR_6795886732
5,Rumble,1056,1058,3152,4645,4637,3020,3363,TOP,True,KR_6795886732
6,Belveth,3161,6672,6631,1036,1037,3047,3340,JUNGLE,True,KR_6795886732
7,Akali,3152,1058,1082,3020,1058,4645,3364,MIDDLE,True,KR_6795886732
8,Varus,3042,3142,6694,1036,1036,3009,3363,BOTTOM,True,KR_6795886732
9,Ashe,3864,2421,4643,3179,4005,3158,3364,UTILITY,True,KR_6795886732
0,Aatrox,3161,6691,2421,3047,3814,0,3364,TOP,True,KR_6793238098
1,LeeSin,3111,6630,3071,6333,1055,1033,3340,JUNGLE,True,KR_6793238098
2,Fizz,3157,1052,6655,3158,3041,3100,3364,MIDDLE,True,KR_6793238098
3,Jhin,6671,2015,3095,1055,3086,3009,3363,BOTTOM,True,KR_6793238098
4,Alistar,3860,0,3066,6667,3111,1029,3364,UTILITY,True,KR_6793238098
5,Yone,6672,3031,1053,1055,1018,3006,3363,TOP,False,KR_6793238098
6,FiddleSticks,3157,2055,3152,4630,0,3020,3330,JUNGLE,False,KR_6793238098
7,Orianna,4629,4644,2055,3020,3135,3041,3363,MIDDLE,False,KR_6793238098
8,Varus,1055,3153,3124,3006,1042,0,3363,BOTTOM,False,KR_6793238098
9,Braum,6667,3067,3047,3860,1011,0,3364,UTILITY,False,KR_6793238098
0,Rumble,3157,3152,3009,1058,3041,1056,3340,TOP,True,KR_6793197269
1,Khazix,3142,3161,2421,3814,3179,3009,3364,JUNGLE,True,KR_6793197269
2,Sylas,6656,4645,3041,3135,3020,3157,3364,MIDDLE,True,KR_6793197269
3,Kalista,3153,3124,6673,1055,3085,3006,3363,BOTTOM,True,KR_6793197269
4,Nautilus,3857,3190,0,3075,3047,0,3364,UTILITY,True,KR_6793197269
5,Aatrox,3156,6691,3133,3158,1036,1036,3364,TOP,False,KR_6793197269
6,Taliyah,6655,0,1058,3116,3020,4645,3364,JUNGLE,False,KR_6793197269
7,Jayce,6692,3042,6694,1036,1055,3158,3363,MIDDLE,False,KR_6793197269
8,Ashe,1055,1043,3078,3006,3153,3051,3363,BOTTOM,False,KR_6793197269
9,Alistar,8001,6667,2055,3860,3023,3158,3364,UTILITY,False,KR_6793197269
0,Aatrox,6630,2055,3053,1036,3111,1054,3364,TOP,False,KR_6793158082
1,Ivern,2065,3012,0,0,3504,3158,3364,JUNGLE,False,KR_6793158082
2,Akali,3152,4645,2055,3020,1056,1082,3364,MIDDLE,False,KR_6793158082
3,Lucian,3508,6675,0,1055,0,2422,3363,BOTTOM,False,KR_6793158082
4,Rakan,6667,3860,2055,1028,1004,1001,3364,UTILITY,False,KR_6793158082
5,Rumble,2420,3152,3009,3041,3135,3191,3340,TOP,True,KR_6793158082
6,Neeko,2055,3152,4645,1082,2421,3020,3364,JUNGLE,True,KR_6793158082
7,Yasuo,1055,3031,1053,3006,0,6672,3364,MIDDLE,True,KR_6793158082
8,Jhin,3009,3031,0,3095,2015,3086,3363,BOTTOM,True,KR_6793158082
9,Alistar,3860,6667,0,3117,3075,0,3364,UTILITY,True,KR_6793158082
0,Udyr,6665,1082,3157,4637,0,3009,3364,TOP,False,KR_6793066935
1,Nidalee,2055,3157,3102,3041,4636,3020,3364,JUNGLE,False,KR_6793066935
2,Yasuo,6672,3508,0,3006,0,0,3364,MIDDLE,False,KR_6793066935
3,Aphelios,1055,3095,6671,2055,0,3006,3363,BOTTOM,False,KR_6793066935
4,Milio,3504,2065,1004,3853,0,3158,3364,UTILITY,False,KR_6793066935
5,Yone,1018,3181,3006,6672,3031,0,3364,TOP,True,KR_6793066935
6,Karthus,3157,3020,3916,1082,4630,6653,3364,JUNGLE,True,KR_6793066935
7,Orianna,0,3089,3157,4644,3041,3158,3363,MIDDLE,True,KR_6793066935
8,Kaisa,3124,1055,3046,1036,3006,3095,3363,BOTTOM,True,KR_6793066935
9,Rakan,3860,6667,3107,1082,3158,2055,3364,UTILITY,True,KR_6793066935
0,Jax,2420,3108,3071,6632,3047,1028,3340,TOP,False,KR_6792615997
1,Taliyah,1052,1082,1052,3116,6653,3020,3364,JUNGLE,False,KR_6792615997
2,Poppy,3047,6660,3193,1011,3053,0,3340,MIDDLE,False,KR_6792615997
3,Xayah,3156,6675,6672,3006,1053,1055,3363,BOTTOM,False,KR_6792615997
4,Rakan,3860,2055,6667,3114,3012,3047,3364,UTILITY,False,KR_6792615997
5,KSante,3193,0,0,3047,6662,3075,3340,TOP,True,KR_6792615997
6,Graves,2420,3142,3071,3036,6676,3111,3364,JUNGLE,True,KR_6792615997
7,Akali,3152,4645,3020,3135,0,1082,3364,MIDDLE,True,KR_6792615997
8,Kaisa,2055,3179,3115,3006,3089,6691,3363,BOTTOM,True,KR_6792615997
9,Pyke,3142,3857,3400,3117,3179,2421,3364,UTILITY,True,KR_6792615997
0,Renekton,6630,3071,2421,3111,3044,1037,3363,TOP,True,KR_6792483404
1,Vi,2420,8020,0,3071,3158,6632,3364,JUNGLE,True,KR_6792483404
2,Orianna,1056,6653,3135,1082,3158,4645,3363,MIDDLE,True,KR_6792483404
3,Sivir,6672,1038,3036,3006,6675,1018,3363,BOTTOM,True,KR_6792483404
4,Rakan,6667,0,3860,3111,3012,0,3364,UTILITY,True,KR_6792483404
5,Poppy,3068,2033,3105,3047,6665,1029,3364,TOP,False,KR_6792483404
6,Ivern,3504,3158,6617,3011,3107,0,3364,JUNGLE,False,KR_6792483404
7,Akali,3152,4645,3157,3020,1082,4630,3364,MIDDLE,False,KR_6792483404
8,Kaisa,6675,3046,2420,3006,6672,0,3363,BOTTOM,False,KR_6792483404
9,Nautilus,3860,0,3801,3023,6667,3047,3364,UTILITY,False,KR_6792483404
0,Olaf,1001,2031,3074,0,0,0,3340,TOP,False,KR_6792415348
1,LeeSin,6630,1103,2055,3133,2422,3067,3340,JUNGLE,False,KR_6792415348
2,Orianna,2031,3020,4644,1056,0,0,3340,MIDDLE,False,KR_6792415348
3,Jinx,1055,2031,0,6670,3006,2015,3340,BOTTOM,False,KR_6792415348
4,Alistar,2031,3117,3859,2055,1011,3105,3364,UTILITY,False,KR_6792415348
5,Fiora,1055,6632,3047,1037,0,0,3340,TOP,True,KR_6792415348
6,Taliyah,6655,1052,0,3020,1082,1101,3364,JUNGLE,True,KR_6792415348
7,Akali,3152,3145,0,3020,1054,1082,3364,MIDDLE,True,KR_6792415348
8,Kalista,3124,3006,1055,3153,0,0,3363,BOTTOM,True,KR_6792415348
9,Rell,1011,3855,2055,1033,3047,1029,3364,UTILITY,True,KR_6792415348
0,Rumble,1058,3152,0,3009,0,1056,3340,TOP,False,KR_6791940721
1,Vi,1102,2055,3067,3057,3133,2422,3340,JUNGLE,False,KR_6791940721
2,Akali,1056,2031,3152,0,1082,0,3364,MIDDLE,False,KR_6791940721
3,Kalista,1042,1055,0,0,3153,3006,3340,BOTTOM,False,KR_6791940721
4,Pyke,3134,3863,1036,2055,3117,0,3364,UTILITY,False,KR_6791940721
5,Tryndamere,1054,2031,6672,3006,0,0,3340,TOP,True,KR_6791940721
6,Karthus,0,2003,1082,3020,6653,1058,3340,JUNGLE,True,KR_6791940721
7,Yone,1018,1055,1038,1042,6672,3006,3364,MIDDLE,True,KR_6791940721
8,Ziggs,6653,0,3145,1058,3020,1056,3363,BOTTOM,True,KR_6791940721
9,Alistar,3859,3023,1028,6667,2055,3117,3364,UTILITY,True,KR_6791940721
0,Jax,6632,3156,3133,1001,0,1029,3340,TOP,False,KR_6791889204
1,LeeSin,6630,2055,3071,1036,0,2422,3340,JUNGLE,False,KR_6791889204
2,Ahri,6656,4629,0,1082,1056,3111,3364,MIDDLE,False,KR_6791889204
3,Kaisa,3124,1042,3095,1055,3006,1042,3363,BOTTOM,False,KR_6791889204
4,Nautilus,3860,0,2055,1028,3111,6667,3364,UTILITY,False,KR_6791889204
5,Akali,3152,2031,3020,1055,3135,0,3363,TOP,True,KR_6791889204
6,JarvanIV,6630,3158,3161,3110,1028,0,3364,JUNGLE,True,KR_6791889204
7,Neeko,3152,3135,2055,4645,1082,3158,3364,MIDDLE,True,KR_6791889204
8,Xayah,6672,6675,3051,3006,1055,3086,3363,BOTTOM,True,KR_6791889204
9,Rakan,3860,0,3111,6667,3916,3114,3364,UTILITY,True,KR_6791889204
0,MonkeyKing,3748,3053,3123,3078,3071,3047,3364,TOP,False,KR_6791375937
1,Kayn,3161,6630,2055,3158,3053,3179,3364,JUNGLE,False,KR_6791375937
2,Orianna,3089,2055,3157,3020,4644,0,3364,MIDDLE,False,KR_6791375937
3,Ezreal,6694,3042,3110,3078,3158,3156,3363,BOTTOM,False,KR_6791375937
4,Alistar,3860,0,6667,3076,1011,3158,3364,UTILITY,False,KR_6791375937
5,Fiora,3161,0,6630,3053,3074,3047,3364,TOP,True,KR_6791375937
6,Graves,0,3072,3142,3033,6676,3047,3364,JUNGLE,True,KR_6791375937
7,Akali,3152,4630,3157,1082,3089,3020,3364,MIDDLE,True,KR_6791375937
8,Kaisa,6675,3036,6672,3046,3006,0,3363,BOTTOM,True,KR_6791375937
9,Rell,3860,3109,3024,6667,3158,2055,3364,UTILITY,True,KR_6791375937
0,KSante,1054,6662,1029,0,0,1001,3340,TOP,False,KR_6791355568
1,LeeSin,6630,3133,2055,1028,1103,3111,3340,JUNGLE,False,KR_6791355568
2,Syndra,6653,1056,2055,3020,1052,0,3363,MIDDLE,False,KR_6791355568
3,Xayah,1055,2031,6672,3133,0,3006,3363,BOTTOM,False,KR_6791355568
4,Rakan,3105,2055,3859,1011,3158,0,3364,UTILITY,False,KR_6791355568
5,Gnar,0,2031,3047,1055,3133,3078,3340,TOP,True,KR_6791355568
6,Vi,6632,1036,2055,1102,1055,2422,3364,JUNGLE,True,KR_6791355568
7,Orianna,6655,3158,3108,1082,1056,0,3340,MIDDLE,True,KR_6791355568
8,Kaisa,2031,6691,3179,3006,1055,0,3363,BOTTOM,True,KR_6791355568
9,Nautilus,0,3860,2031,3047,1011,1029,3364,UTILITY,True,KR_6791355568
0,Taric,2055,3070,3158,6662,1028,3065,3364,TOP,True,KR_6791304006
1,Talon,6692,3071,3053,1036,1036,3158,3364,JUNGLE,True,KR_6791304006
2,Zed,3158,0,0,6692,3074,3071,3364,MIDDLE,True,KR_6791304006
3,Kaisa,3157,2055,3115,3124,3095,3006,3363,BOTTOM,True,KR_6791304006
4,Maokai,3857,1031,6667,3066,3009,1028,3364,UTILITY,True,KR_6791304006
5,Jax,6632,8001,0,3158,3181,3161,3340,TOP,False,KR_6791304006
6,JarvanIV,3161,6630,3082,1027,3158,1029,3364,JUNGLE,False,KR_6791304006
7,Akali,3152,4645,3157,1082,0,3020,3364,MIDDLE,False,KR_6791304006
8,Nilah,1055,6675,6676,6673,0,3047,3363,BOTTOM,False,KR_6791304006
9,Rakan,6667,3860,2055,3916,1028,3111,3364,UTILITY,False,KR_6791304006
0,Jax,3047,2421,6632,3161,1033,1054,3340,TOP,False,KR_6791209794
1,Diana,2055,3157,3152,3145,0,3020,3364,JUNGLE,False,KR_6791209794
2,Yasuo,6671,6672,1018,1054,0,3006,3363,MIDDLE,False,KR_6791209794
3,Caitlyn,3095,3031,3036,0,3006,0,3363,BOTTOM,False,KR_6791209794
4,Bard,3853,3190,0,3111,1028,1057,3364,UTILITY,False,KR_6791209794
5,Poppy,3068,3047,1011,2055,6665,3082,3364,TOP,True,KR_6791209794
6,JarvanIV,3161,3047,6630,2055,3024,1029,3364,JUNGLE,True,KR_6791209794
7,Orianna,6655,3041,3157,4645,3089,3020,3340,MIDDLE,True,KR_6791209794
8,Jinx,3085,3006,0,3031,3095,0,3363,BOTTOM,True,KR_6791209794
9,Lux,3853,4644,2421,2055,1052,3047,3364,UTILITY,True,KR_6791209794
0,KSante,3075,3111,8020,6662,1029,0,3340,TOP,False,KR_6791138050
1,LeeSin,2055,3155,6630,1037,3071,3111,3340,JUNGLE,False,KR_6791138050
2,Orianna,3089,4644,4645,3020,1056,0,3363,MIDDLE,False,KR_6791138050
3,Caitlyn,3031,3095,3094,3006,1055,0,3363,BOTTOM,False,KR_6791138050
4,Bard,3853,6667,2055,3012,3114,3111,3364,UTILITY,False,KR_6791138050
5,Belveth,6631,3193,3082,1011,3071,3047,3364,TOP,True,KR_6791138050
6,Kindred,6676,3031,3006,3086,6672,2015,3364,JUNGLE,True,KR_6791138050
7,Akali,3152,3157,2055,4645,1082,3020,3364,MIDDLE,True,KR_6791138050
8,Cassiopeia,1056,2055,3105,6657,3040,3116,3363,BOTTOM,True,KR_6791138050
9,Thresh,3857,6667,0,1011,3076,3117,3364,UTILITY,True,KR_6791138050
0,Poppy,3068,2033,3047,1055,6662,3105,3364,TOP,True,KR_6790847204
1,Viego,3071,3078,3026,0,3111,0,3364,JUNGLE,True,KR_6790847204
2,Jayce,3042,3158,6694,1036,1055,6691,3363,MIDDLE,True,KR_6790847204
3,Cassiopeia,0,1052,3157,1056,3040,6653,3363,BOTTOM,True,KR_6790847204
4,Rumble,3860,3145,4636,3165,3020,1082,3364,UTILITY,True,KR_6790847204
5,Jax,3071,0,6632,0,0,3047,3340,TOP,False,KR_6790847204
6,Nocturne,3111,6631,2055,3071,1038,0,3363,JUNGLE,False,KR_6790847204
7,Orianna,3041,1058,3157,3158,4644,0,3363,MIDDLE,False,KR_6790847204
8,Xayah,6672,3006,6675,1036,1018,1036,3363,BOTTOM,False,KR_6790847204
9,Rakan,3860,3111,2055,3109,6667,0,3364,UTILITY,False,KR_6790847204
0,Gnar,3143,3076,3047,3071,3078,1011,3363,TOP,True,KR_6790269024
1,Vi,3071,3026,2055,6632,3158,3044,3364,JUNGLE,True,KR_6790269024
2,Akali,3152,0,3157,4645,3020,1082,3364,MIDDLE,True,KR_6790269024
3,Kaisa,3115,3042,3006,6691,1058,1055,3363,BOTTOM,True,KR_6790269024
4,Rakan,3860,3050,2055,3047,6667,0,3364,UTILITY,True,KR_6790269024
5,Akshan,3047,3142,6676,1055,3035,2015,3363,MIDDLE,False,KR_6790269024
6,Rell,3068,3158,6667,3801,2055,1028,3364,JUNGLE,False,KR_6790269024
7,KSante,3076,6660,3193,6662,3047,1031,3364,TOP,False,KR_6790269024
8,Xayah,2420,6675,3046,3072,3006,6672,3363,BOTTOM,False,KR_6790269024
9,Nautilus,3047,6667,3857,2055,3076,0,3364,UTILITY,False,KR_6790269024
0,Renekton,6630,0,0,0,0,1054,3340,TOP,False,KR_6790236516
1,Pantheon,1101,6692,2422,1055,1036,0,3364,JUNGLE,False,KR_6790236516
2,Orianna,1056,4644,2031,3158,1052,0,3340,MIDDLE,False,KR_6790236516
3,Jinx,1055,0,1038,3095,0,3006,3340,BOTTOM,False,KR_6790236516
4,Thresh,3855,2031,2055,0,6667,3158,3364,UTILITY,False,KR_6790236516
5,Jax,1054,3111,2031,1036,6632,1028,3340,TOP,True,KR_6790236516
6,LeeSin,0,3133,6630,3047,1103,0,3340,JUNGLE,True,KR_6790236516
7,Akali,2031,1054,0,3020,3145,1082,3364,MIDDLE,True,KR_6790236516
8,Aphelios,1055,3095,3006,1018,0,0,3340,BOTTOM,True,KR_6790236516
9,Rakan,3859,0,2031,3111,1011,1029,3364,UTILITY,True,KR_6790236516
0,Gnar,1055,2031,3078,1037,3009,1036,3364,TOP,False,KR_6790201666
1,Elise,1058,4636,2055,3020,0,1082,3364,JUNGLE,False,KR_6790201666
2,TwistedFate,6656,2033,3108,1082,3111,3057,3340,MIDDLE,False,KR_6790201666
3,Ashe,3864,1028,3179,4642,0,3158,3364,UTILITY,False,KR_6790201666
4,Kalista,1055,1037,3153,6677,3006,0,3363,BOTTOM,False,KR_6790201666
5,KSante,1028,2031,1028,1054,3111,6662,3340,TOP,True,KR_6790201666
6,JarvanIV,3111,6630,2055,0,1028,1036,3364,JUNGLE,True,KR_6790201666
7,Akali,3152,3108,2420,1029,3041,3111,3364,MIDDLE,True,KR_6790201666
8,Kaisa,1055,3179,3006,6691,1042,0,3363,BOTTOM,True,KR_6790201666
9,Rell,3860,2031,2055,3001,3111,1028,3364,UTILITY,True,KR_6790201666
0,Yone,6672,1038,0,3006,3153,0,3363,TOP,False,KR_6790171019
1,JarvanIV,6630,2420,3024,3111,3161,0,3364,JUNGLE,False,KR_6790171019
2,Taliyah,3089,3111,1026,3040,4630,6655,3340,MIDDLE,False,KR_6790171019
3,Ezreal,3078,3074,2055,3042,6694,3158,3363,BOTTOM,False,KR_6790171019
4,Alistar,3111,0,3860,3076,6667,1011,3364,UTILITY,False,KR_6790171019
5,Renekton,6630,3161,3053,3026,3047,1033,3364,TOP,True,KR_6790171019
6,Ivern,3011,3107,2055,3158,6617,3504,3364,JUNGLE,True,KR_6790171019
7,Syndra,6653,3157,4629,3041,3135,3158,3363,MIDDLE,True,KR_6790171019
8,Twitch,3085,1053,3153,3006,1055,3124,3363,BOTTOM,True,KR_6790171019
9,Nautilus,3860,3001,0,3009,3075,1028,3364,UTILITY,True,KR_6790171019
0,Gragas,1056,6657,1029,3158,1028,1028,3340,TOP,True,KR_6790131322
1,Pantheon,1101,6692,3111,1055,3133,3134,3364,JUNGLE,True,KR_6790131322
2,Sylas,6656,2031,1058,3041,3145,3020,3364,MIDDLE,True,KR_6790131322
3,Aphelios,1055,2031,3095,3006,1037,2055,3340,BOTTOM,True,KR_6790131322
4,Nautilus,2055,3859,2010,3105,1011,3117,3364,UTILITY,True,KR_6790131322
5,Shen,2031,1011,1029,3067,1054,3111,3363,TOP,False,KR_6790131322
6,Graves,1103,1055,3142,2055,2422,1036,3364,JUNGLE,False,KR_6790131322
7,Vladimir,1082,3020,3108,3145,1052,1056,3340,MIDDLE,False,KR_6790131322
8,Ezreal,2031,3078,0,3070,0,1055,3363,BOTTOM,False,KR_6790131322
9,Karma,2055,3851,4642,0,3158,3067,3364,UTILITY,False,KR_6790131322
0,Rumble,3152,3157,3145,3020,3916,0,3364,TOP,False,KR_6789895793
1,JarvanIV,3143,2421,6630,0,3047,3161,3364,JUNGLE,False,KR_6789895793
2,Akali,3152,1058,3157,3041,4645,3020,3364,MIDDLE,False,KR_6789895793
3,Seraphine,4644,3040,3158,6616,1058,1082,3363,BOTTOM,False,KR_6789895793
4,Ashe,3179,3864,2055,6609,4642,3158,3364,UTILITY,False,KR_6789895793
5,Tryndamere,3078,6672,3181,3074,3155,3006,3340,TOP,True,KR_6789895793
6,Graves,6676,3142,0,3035,2422,3071,3364,JUNGLE,True,KR_6789895793
7,FiddleSticks,6653,0,3020,1056,1082,3102,3330,MIDDLE,True,KR_6789895793
8,Tristana,6675,3072,2420,1001,6672,3156,3363,BOTTOM,True,KR_6789895793
9,Rell,3860,3109,0,6667,3111,1028,3364,UTILITY,True,KR_6789895793
0,KSante,1054,0,3193,3047,6662,3075,3340,TOP,True,KR_6789885488
1,FiddleSticks,3157,0,3152,0,3020,0,3330,JUNGLE,True,KR_6789885488
2,Yone,1055,3181,2421,3006,6672,3031,3364,MIDDLE,True,KR_6789885488
3,Kalista,3006,3153,0,3124,3085,1055,3363,BOTTOM,True,KR_6789885488
4,Renata,3860,3916,0,1004,6667,3158,3364,UTILITY,True,KR_6789885488
5,Aatrox,1054,6630,3071,0,3047,0,3340,TOP,False,KR_6789885488
6,JarvanIV,3161,3047,6630,3082,0,0,3364,JUNGLE,False,KR_6789885488
7,Sylas,6656,4645,1058,1082,3020,1058,3364,MIDDLE,False,KR_6789885488
8,Tristana,6675,6672,3036,1001,1042,0,3363,BOTTOM,False,KR_6789885488
9,Blitzcrank,3857,6656,2055,3117,1028,0,3364,UTILITY,False,KR_6789885488
0,Gangplank,6675,3036,6676,3156,3508,3742,3363,TOP,True,KR_6789863160
1,Vi,3044,1028,3026,3071,3111,6632,3340,JUNGLE,True,KR_6789863160
2,Taliyah,0,1058,3157,3165,3158,6653,3364,MIDDLE,True,KR_6789863160
3,Aphelios,1018,3026,3072,3031,6672,3006,3363,BOTTOM,True,KR_6789863160
4,Alistar,6667,3860,0,3742,3158,0,3364,UTILITY,True,KR_6789863160
5,Rumble,1056,3157,1026,4637,3020,4636,3363,TOP,False,KR_6789863160
6,LeeSin,6630,2055,2421,3071,3053,3158,3340,JUNGLE,False,KR_6789863160
7,Sylas,6656,4645,3157,3089,4630,3158,3364,MIDDLE,False,KR_6789863160
8,Tristana,6672,6675,3026,3072,3036,3094,3363,BOTTOM,False,KR_6789863160
9,Rell,3860,3050,2055,3158,6667,3023,3364,UTILITY,False,KR_6789863160
0,KSante,3082,6662,3075,3047,8001,2055,3340,TOP,False,KR_6789837280
1,Vi,3071,6632,3161,2055,3047,0,3364,JUNGLE,False,KR_6789837280
2,Akali,3152,4645,2420,3020,1058,3041,3364,MIDDLE,False,KR_6789837280
3,Jinx,3031,3006,6672,1055,3035,1018,3363,BOTTOM,False,KR_6789837280
4,Renata,2420,3853,2065,0,3158,3067,3364,UTILITY,False,KR_6789837280
5,Aatrox,6630,0,3053,3047,3161,1054,3363,TOP,True,KR_6789837280
6,Ekko,3089,3152,4630,3041,4645,3020,3364,JUNGLE,True,KR_6789837280
7,Jayce,3142,3042,6694,1055,3158,1036,3364,MIDDLE,True,KR_6789837280
8,Xayah,1055,6675,3036,3006,1018,6672,3363,BOTTOM,True,KR_6789837280
9,Rakan,3111,3801,8001,3860,6667,2055,3364,UTILITY,True,KR_6789837280
0,KSante,1054,6662,2055,3068,3111,3105,3364,TOP,False,KR_6789758241
1,LeeSin,0,6630,2055,3158,3161,0,3340,JUNGLE,False,KR_6789758241
2,Sylas,2055,1052,1056,4636,1029,3020,3364,MIDDLE,False,KR_6789758241
3,Jinx,3072,3086,6671,3095,1043,3006,3363,BOTTOM,False,KR_6789758241
4,Braum,6667,3860,2055,3158,3023,1028,3364,UTILITY,False,KR_6789758241
5,Yone,0,3044,6672,3006,1054,1037,3363,TOP,True,KR_6789758241
6,Taliyah,4645,4644,1082,3020,1058,1058,3363,JUNGLE,True,KR_6789758241
7,Akali,3152,2055,2421,3020,3165,1082,3364,MIDDLE,True,KR_6789758241
8,Kaisa,3006,1038,6672,1053,6675,3046,3363,BOTTOM,True,KR_6789758241
9,Rakan,2055,6616,0,6667,3158,3853,3364,UTILITY,True,KR_6789758241
0,KSante,3143,6662,3193,3047,3067,1057,3363,TOP,False,KR_6789095615
1,Graves,3142,3071,3026,3047,3036,6676,3364,JUNGLE,False,KR_6789095615
2,Syndra,4645,2420,3020,1058,0,6655,3363,MIDDLE,False,KR_6789095615
3,Caitlyn,3095,6671,0,3006,1055,3094,3363,BOTTOM,False,KR_6789095615
4,Renata,3860,2055,2065,3107,3158,0,3364,UTILITY,False,KR_6789095615
5,Gnar,2031,3078,3044,3071,3047,1055,3363,TOP,True,KR_6789095615
6,LeeSin,3026,6630,0,3071,6333,3047,3340,JUNGLE,True,KR_6789095615
7,Sylas,6656,3089,3157,4645,3158,0,3364,MIDDLE,True,KR_6789095615
8,Kaisa,6672,3046,2421,3036,3006,6675,3363,BOTTOM,True,KR_6789095615
9,Blitzcrank,3117,0,6656,3860,3110,1028,3364,UTILITY,True,KR_6789095615
0,KSante,6662,3047,3193,3076,1011,0,3340,TOP,False,KR_6787542303
1,Vi,3067,6632,2421,6609,1029,3158,3364,JUNGLE,False,KR_6787542303
2,Orianna,3089,4644,3157,3020,3041,0,3363,MIDDLE,False,KR_6787542303
3,Kaisa,3006,3142,3095,3051,1043,1055,3363,BOTTOM,False,KR_6787542303
4,Nautilus,3023,3860,2055,0,6667,3047,3364,UTILITY,False,KR_6787542303
5,Fiora,3155,0,6632,3158,3074,3181,3364,TOP,True,KR_6787542303
6,Nidalee,3102,3157,0,4645,4636,3020,3364,JUNGLE,True,KR_6787542303
7,Talon,3814,2421,3142,3158,6693,1036,3364,MIDDLE,True,KR_6787542303
